http://www.jamstec.go.jp/frsgc/research/d1/iod/DATA/emi.monthly.txt



Date        Box_A     Box_B     Box_C     EMI(=Box_A-0.5*Box_B-0.5*Box_C)
1977:8:16:0 0.400837 -0.283233 -0.105712 0.59531
1977:9:16:0 0.555972 -0.204281 -0.18833 0.752278
1977:10:16:0 0.623681 -0.0490439 -0.192303 0.744354
1977:11:16:0 0.702641 0.00371896 -0.0688933 0.735228
1977:12:16:0 0.733182 -0.227992 -0.128483 0.91142
1978:1:16:0 0.501109 0.101224 -0.0994313 0.500213
1978:2:16:0 0.320843 -0.0611129 -0.242029 0.472414
1978:3:16:0 0.0830455 -0.269975 -0.00189163 0.218979
1978:4:16:0 -0.0671619 -0.383831 -0.0984088 0.173958
1978:5:16:0 -0.00488162 -0.542481 0.175019 0.17885
1978:6:16:0 -0.145014 -0.755875 0.449003 0.00842243
1978:7:16:0 -0.00420097 -0.436975 0.601934 -0.0866807
1978:8:16:0 -0.0799219 -0.607984 0.325906 0.0611171
1978:9:16:0 -0.159985 -0.339773 0.246818 -0.113508
1978:10:16:0 -0.131123 -0.269692 -0.00300181 0.00522384
1978:11:16:0 -0.0537968 0.0547378 -0.1008 -0.0307654
1978:12:16:0 -0.0465234 0.315 0.0185667 -0.213307
1979:1:16:0 0.133363 0.235628 -0.00133484 0.0162164
1979:2:16:0 0.108648 -0.126809 0.0653977 0.139354
1979:3:16:0 0.115935 -0.0307806 -0.0923989 0.177525
1979:4:16:0 0.141516 0.370481 -0.11763 0.0150907
1979:5:16:0 -0.0328931 0.319129 0.125008 -0.254962
1979:6:16:0 0.054477 0.475969 0.162358 -0.264686
1979:7:16:0 -0.014087 0.303124 -0.064691 -0.133304
1979:8:16:0 -0.0232539 0.503064 -0.126035 -0.211768
1979:9:16:0 0.0220554 0.769664 0.134036 -0.429795
1979:10:16:0 0.177031 0.700303 -0.12546 -0.110391
1979:11:16:0 0.142685 0.462152 -0.141523 -0.0176297
1979:12:16:0 0.459121 0.340298 -0.13426 0.356102
1980:1:16:0 0.517701 0.30989 -0.270093 0.497803
1980:2:16:0 0.51507 0.0913915 -0.320268 0.629508
1980:3:16:0 0.425333 0.217345 -0.165623 0.399472
1980:4:16:0 0.316082 0.229128 -0.242284 0.32266
1980:5:16:0 0.34351 0.376419 -0.162399 0.2365
1980:6:16:0 0.269846 0.267355 -0.182922 0.22763
1980:7:16:0 0.213091 -0.136836 -0.0668346 0.314926
1980:8:16:0 -0.0348314 -0.0579322 0.109236 -0.0604835
1980:9:16:0 0.0454807 0.119868 -0.0400941 0.00559359
1980:10:16:0 0.187535 -0.143869 -0.0359351 0.277437
1980:11:16:0 0.312397 -0.122628 0.0692445 0.339089
1980:12:16:0 0.238161 -0.263242 0.177577 0.280994
1981:1:16:0 0.021466 -0.667586 -0.0184219 0.36447
1981:2:16:0 -0.125559 -0.436628 0.0320434 0.0767334
1981:3:16:0 0.107416 -0.116351 0.0158953 0.157643
1981:4:16:0 -0.12457 -0.186117 0.220318 -0.14167
1981:5:16:0 -0.0936138 -0.113535 0.48912 -0.281406
1981:6:16:0 -0.222255 0.0214557 0.444513 -0.45524
1981:7:16:0 -0.294043 -0.184473 0.620616 -0.512115
1981:8:16:0 -0.188562 -0.306976 0.405563 -0.237855
1981:9:16:0 0.0274839 -0.0287528 0.308798 -0.112538
1981:10:16:0 0.0540665 0.0657383 0.220042 -0.0888238
1981:11:16:0 0.0720513 -0.043857 0.283639 -0.0478399
1981:12:16:0 0.168897 0.269866 -0.0275442 0.0477364
1982:1:16:0 0.100644 0.308856 0.169388 -0.138478
1982:2:16:0 0.0302522 0.121743 0.0875984 -0.0744182
1982:3:16:0 0.259983 -0.204274 0.114384 0.304928
1982:4:16:0 0.456609 -0.0211156 -0.0299362 0.482135
1982:5:16:0 0.572002 0.391482 -0.104541 0.428532
1982:6:16:0 0.70844 0.418962 -0.181734 0.589826
1982:7:16:0 0.44269 0.561041 -0.339069 0.331704
1982:8:16:0 0.412573 0.978479 -0.463788 0.155228
1982:9:16:0 0.548807 1.72533 -0.514463 -0.0566269
1982:10:16:0 0.94027 1.98855 -0.443758 0.167875
1982:11:16:0 0.712517 2.45422 -0.422007 -0.303587
1982:12:16:0 0.667636 2.70418 -0.121843 -0.623531
1983:1:16:0 0.765912 2.50256 -0.0437316 -0.463505
1983:2:16:0 0.678573 2.08985 0.0199839 -0.376343
1983:3:16:0 0.508236 2.12158 0.00202829 -0.553567
1983:4:16:0 0.260862 2.47511 0.0120624 -0.982725
1983:5:16:0 0.321317 2.90416 -0.122423 -1.06955
1983:6:16:0 0.205628 3.14964 0.13047 -1.43443
1983:7:16:0 -0.0306363 2.8304 0.158517 -1.5251
1983:8:16:0 -0.102084 2.24922 0.134367 -1.29388
1983:9:16:0 -0.276683 1.46873 0.336131 -1.17911
1983:10:16:0 -0.431709 0.893603 0.336602 -1.04681
1983:11:16:0 -0.47047 0.56605 0.296361 -0.901675
1983:12:16:0 -0.278273 0.524404 0.132724 -0.606837
1984:1:16:0 -0.230138 0.182614 0.34097 -0.49193
1984:2:16:0 -0.253873 -0.0383989 0.376144 -0.422745
1984:3:16:0 -0.365983 0.0738721 0.291559 -0.548698
1984:4:16:0 -0.471417 0.0942322 0.341096 -0.689081
1984:5:16:0 -0.466612 -0.366026 0.268429 -0.417813
1984:6:16:0 -0.391093 -0.461039 0.0522867 -0.186717
1984:7:16:0 -0.193896 -0.168909 0.0573527 -0.138117
1984:8:16:0 -0.257824 -0.118929 0.212396 -0.304558
1984:9:16:0 -0.0170932 -0.017607 0.374426 -0.195503
1984:10:16:0 -0.410017 -0.249381 0.197274 -0.383964
1984:11:16:0 -0.637762 -0.0864801 0.167803 -0.678423
1984:12:16:0 -0.825704 -0.240773 0.12439 -0.767513
1985:1:16:0 -0.394376 -0.41275 0.0334628 -0.204733
1985:2:16:0 -0.448967 -0.541381 0.1494 -0.252977
1985:3:16:0 -0.564191 -0.29455 0.270125 -0.551978
1985:4:16:0 -0.561587 -0.57457 0.269079 -0.408841
1985:5:16:0 -0.462081 -0.783517 0.204099 -0.172372
1985:6:16:0 -0.423299 -0.7171 0.0545972 -0.0920469
1985:7:16:0 -0.147088 -0.634433 -0.0598995 0.200079
1985:8:16:0 -0.0890494 -0.646668 -0.0429246 0.255747
1985:9:16:0 -0.0421496 -0.530704 0.0138721 0.216266
1985:10:16:0 -0.0693278 -0.495735 0.116232 0.120423
1985:11:16:0 0.0519852 -0.548803 0.416963 0.117905
1985:12:16:0 0.0767864 -0.370555 0.519264 0.00243156
1986:1:16:0 -0.176534 -0.303748 0.246543 -0.147931
1986:2:16:0 -0.0900326 -0.0247766 0.0933959 -0.124342
1986:3:16:0 -0.0857374 -0.249072 0.160285 -0.041344
1986:4:16:0 -0.0510294 -0.338251 0.150118 0.0430372
1986:5:16:0 -0.0385967 -0.434336 0.375402 -0.00912944
1986:6:16:0 0.223212 -0.410504 0.292324 0.282302
1986:7:16:0 0.323004 -0.0545047 0.3651 0.167707
1986:8:16:0 0.446663 0.0473822 0.289506 0.278219
1986:9:16:0 0.655796 0.0807187 0.16306 0.533906
1986:10:16:0 0.697451 0.436065 0.274118 0.342359
1986:11:16:0 0.778813 0.529157 0.188109 0.420181
1986:12:16:0 0.672186 0.63925 0.0294547 0.337834
1987:1:16:0 0.676195 0.684186 0.000918457 0.333643
1987:2:16:0 0.716816 0.837048 -0.248661 0.422623
1987:3:16:0 0.786194 0.950223 -0.00711953 0.314642
1987:4:16:0 0.505376 1.04979 0.131218 -0.0851266
1987:5:16:0 0.580392 1.16338 0.179894 -0.0912455
1987:6:16:0 0.791483 0.820589 0.232224 0.265076
1987:7:16:0 0.839666 1.2268 0.0787882 0.186871
1987:8:16:0 0.845528 1.19738 0.112658 0.190509
1987:9:16:0 0.965329 1.4122 0.083939 0.21726
1987:10:16:0 1.01858 1.33962 0.230921 0.233307
1987:11:16:0 1.02853 1.05973 0.283558 0.356885
1987:12:16:0 0.909048 1.09786 0.220815 0.249709
1988:1:16:0 0.757817 0.46226 0.397618 0.327878
1988:2:16:0 0.545276 0.0948079 0.473753 0.260995
1988:3:16:0 0.435158 0.0612306 0.716338 0.0463739
1988:4:16:0 -0.00949735 -0.297563 0.634292 -0.177862
1988:5:16:0 -0.280269 -0.482743 0.566526 -0.32216
1988:6:16:0 -0.389212 -1.11173 0.54871 -0.1077
1988:7:16:0 -0.516589 -0.986546 0.596572 -0.321602
1988:8:16:0 -0.494719 -0.901864 0.753719 -0.420646
1988:9:16:0 -0.543705 -0.843033 0.804614 -0.524495
1988:10:16:0 -1.05322 -0.791159 0.757414 -1.03635
1988:11:16:0 -1.13307 -0.570855 0.641487 -1.16839
1988:12:16:0 -1.04599 -0.68613 0.450867 -0.92836
1989:1:16:0 -1.16803 -0.306685 0.55166 -1.29051
1989:2:16:0 -1.00387 0.0457905 0.497833 -1.27568
1989:3:16:0 -0.874299 -0.287096 0.47674 -0.969121
1989:4:16:0 -0.690895 -0.243447 0.481176 -0.809759
1989:5:16:0 -0.493176 -0.64019 0.392816 -0.369489
1989:6:16:0 -0.493056 -0.376597 0.426869 -0.518192
1989:7:16:0 -0.261213 -0.118808 0.575982 -0.4898
1989:8:16:0 -0.284366 -0.213646 0.62301 -0.489049
1989:9:16:0 -0.0586412 -0.185402 0.499799 -0.21584
1989:10:16:0 -0.0720334 -0.162766 0.483234 -0.232268
1989:11:16:0 0.0161633 -0.201465 0.281001 -0.0236049
1989:12:16:0 0.173541 -0.108731 0.158278 0.148768
1990:1:16:0 0.253581 -0.0940493 0.130815 0.235197
1990:2:16:0 0.298602 0.140931 0.272218 0.0920272
1990:3:16:0 0.327746 -0.0765826 0.165202 0.283436
1990:4:16:0 0.258757 0.0356644 0.248638 0.116606
1990:5:16:0 0.310583 0.0395482 0.341068 0.120275
1990:6:16:0 0.220801 0.0571244 0.254542 0.0649675
1990:7:16:0 0.41212 -0.27159 0.34246 0.376686
1990:8:16:0 0.488895 -0.166693 0.380464 0.38201
1990:9:16:0 0.461843 -0.0081148 0.0453497 0.443225
1990:10:16:0 0.604862 -0.280879 0.152848 0.668877
1990:11:16:0 0.529278 -0.258614 0.0196394 0.648765
1990:12:16:0 0.664464 -0.113761 -0.0569771 0.749833
1991:1:16:0 0.711671 -0.00414261 -0.0304788 0.728981
1991:2:16:0 0.552638 -0.0349478 -0.0351208 0.587672
1991:3:16:0 0.466128 0.0648968 -0.0805699 0.473964
1991:4:16:0 0.630306 -0.258947 0.00583307 0.756863
1991:5:16:0 0.642128 0.246652 -0.086856 0.56223
1991:6:16:0 0.699459 0.400134 0.0226384 0.488073
1991:7:16:0 0.654876 0.68324 0.0820956 0.272208
1991:8:16:0 0.648083 0.162026 0.034259 0.549941
1991:9:16:0 0.519435 0.151721 -0.072089 0.479619
1991:10:16:0 0.852016 0.445569 -0.253589 0.756026
1991:11:16:0 0.847233 0.644374 -0.10554 0.577816
1991:12:16:0 0.898849 0.596864 -0.142518 0.671676
1992:1:16:0 0.682476 0.614156 -0.04955 0.400173
1992:2:16:0 0.678681 0.566824 -0.0271878 0.408863
1992:3:16:0 0.660835 0.798614 -0.00222351 0.26264
1992:4:16:0 0.660412 1.23417 0.106977 -0.01016
1992:5:16:0 0.704254 1.41189 0.100315 -0.0518496
1992:6:16:0 0.56643 0.628976 0.168457 0.167713
1992:7:16:0 0.631075 0.194999 -0.0140572 0.540603
1992:8:16:0 0.411783 0.0587558 0.192637 0.286087
1992:9:16:0 0.431364 -0.122517 0.264366 0.36044
1992:10:16:0 0.332859 0.0357149 0.199538 0.215232
1992:11:16:0 0.319451 0.0522121 -0.0682313 0.327461
1992:12:16:0 0.371419 -0.023995 -0.0617984 0.414316
1993:1:16:0 0.520025 0.174308 -0.0766812 0.471212
1993:2:16:0 0.475288 0.510178 -0.0936536 0.267026
1993:3:16:0 0.410067 0.556123 0.0444206 0.109796
1993:4:16:0 0.530414 0.906515 -0.166601 0.160457
1993:5:16:0 0.557011 1.08596 -0.165829 0.0969466
1993:6:16:0 0.537027 0.752019 0.0737433 0.124146
1993:7:16:0 0.530315 0.446999 0.0403209 0.286655
1993:8:16:0 0.490397 0.365822 0.0299612 0.292506
1993:9:16:0 0.57103 0.329697 -0.0194095 0.415886
1993:10:16:0 0.555692 0.469932 -0.126452 0.383952
1993:11:16:0 0.572754 0.188469 0.21746 0.369789
1993:12:16:0 0.53173 0.160109 0.0919474 0.405701
1994:1:16:0 0.412517 0.292512 0.128621 0.201951
1994:2:16:0 0.241438 -0.0150042 0.276739 0.11057
1994:3:16:0 0.358545 -0.28372 0.307983 0.346413
1994:4:16:0 0.433328 -0.327611 0.289057 0.452605
1994:5:16:0 0.443126 -0.131819 0.223372 0.39735
1994:6:16:0 0.529812 -0.114549 0.174607 0.499783
1994:7:16:0 0.701009 -0.247216 0.0782301 0.785502
1994:8:16:0 0.884012 -0.354247 -0.0449384 1.0836
1994:9:16:0 0.763701 0.123689 -0.13773 0.770721
1994:10:16:0 0.935324 0.677092 -0.0309753 0.612265
1994:11:16:0 0.96609 0.673388 -0.0260418 0.642417
1994:12:16:0 0.885811 0.763471 -0.0424959 0.525323
1995:1:16:0 0.849806 0.810088 -0.0452478 0.467386
1995:2:16:0 0.799563 0.470999 0.0654543 0.531336
1995:3:16:0 0.783134 0.0161365 0.115273 0.717429
1995:4:16:0 0.627038 -0.295588 0.173473 0.688095
1995:5:16:0 0.552146 -0.327405 0.285522 0.573088
1995:6:16:0 0.596026 -0.0834254 0.428375 0.423551
1995:7:16:0 0.520061 0.169429 0.471609 0.199542
1995:8:16:0 0.38582 -0.110246 0.586401 0.147742
1995:9:16:0 0.259388 -0.104411 0.488419 0.067384
1995:10:16:0 0.0534799 -0.115145 0.505255 -0.141575
1995:11:16:0 0.0139576 0.0176476 0.539762 -0.264747
1995:12:16:0 0.0408515 -0.0940922 0.508797 -0.166501
1996:1:16:0 -0.0524372 -0.134337 0.407936 -0.189237
1996:2:16:0 -0.0591046 0.0545567 0.31817 -0.245468
1996:3:16:0 0.0171699 0.268407 0.36924 -0.301654
1996:4:16:0 0.0701273 -0.417247 0.486555 0.0354733
1996:5:16:0 -0.0267322 -0.232759 0.482489 -0.151597
1996:6:16:0 0.199989 -0.315487 0.475364 0.12005
1996:7:16:0 0.0856505 -0.175591 0.644737 -0.148923
1996:8:16:0 -0.00152398 0.0918012 0.560311 -0.32758
1996:9:16:0 0.0452694 -0.0126293 0.582591 -0.239712
1996:10:16:0 0.0988595 -0.197597 0.607421 -0.106053
1996:11:16:0 0.192013 -0.230482 0.486418 0.0640451
1996:12:16:0 0.155176 -0.492853 0.313696 0.244754
1997:1:16:0 0.225856 -0.24685 0.147236 0.275663
1997:2:16:0 0.19322 0.0455303 0.0562165 0.142347
1997:3:16:0 0.23256 0.651668 0.0299078 -0.108228
1997:4:16:0 0.515299 0.669415 0.161924 0.0996293
1997:5:16:0 0.672034 1.47929 0.101834 -0.118528
1997:6:16:0 0.598743 2.18463 0.153815 -0.570481
1997:7:16:0 0.806827 2.60995 -0.0142748 -0.491009
1997:8:16:0 0.907801 3.02947 -0.182777 -0.515544
1997:9:16:0 1.02609 3.09041 -0.11888 -0.459671
1997:10:16:0 1.02595 3.22196 0.156483 -0.663268
1997:11:16:0 1.08569 3.23766 0.0633332 -0.564806
1997:12:16:0 0.854615 3.36762 0.284503 -0.971448
1998:1:16:0 0.974028 2.85706 0.0732014 -0.491103
1998:2:16:0 0.803511 2.41071 0.23594 -0.519815
1998:3:16:0 0.582782 2.32467 0.337388 -0.748249
1998:4:16:0 0.293306 2.19538 0.318357 -0.96356
1998:5:16:0 0.272792 2.18764 0.388531 -1.01529
1998:6:16:0 -0.0140652 1.50952 0.591499 -1.06458
1998:7:16:0 -0.122309 1.17284 0.947406 -1.18243
1998:8:16:0 -0.255932 1.00478 1.06184 -1.28924
1998:9:16:0 -0.284046 0.533525 1.04416 -1.07289
1998:10:16:0 -0.53752 0.335955 0.937444 -1.17422
1998:11:16:0 -0.622362 0.259391 0.851035 -1.17758
1998:12:16:0 -0.78738 0.215721 0.60298 -1.19673
1999:1:16:0 -0.927955 0.0792316 0.655451 -1.2953
1999:2:16:0 -1.00755 0.254516 0.641508 -1.45556
1999:3:16:0 -0.679118 0.394723 0.67554 -1.21425
1999:4:16:0 -0.550449 -0.249498 0.564969 -0.708185
1999:5:16:0 -0.539155 -0.104273 0.410355 -0.692196
1999:6:16:0 -0.479827 -0.217231 0.377611 -0.560017
1999:7:16:0 -0.460991 -0.237129 0.413812 -0.549332
1999:8:16:0 -0.552571 -0.160435 0.231303 -0.588005
1999:9:16:0 -0.424456 -0.50356 0.450177 -0.397765
1999:10:16:0 -0.480882 -0.5212 0.538988 -0.489776
1999:11:16:0 -0.71899 -0.743448 0.4667 -0.580616
1999:12:16:0 -0.849191 -0.668865 0.544056 -0.786787
2000:1:16:0 -0.937318 -0.655138 0.607921 -0.91371
2000:2:16:0 -1.05442 -0.1864 0.543644 -1.23304
2000:3:16:0 -0.939613 -0.0878456 0.484842 -1.13811
2000:4:16:0 -0.723933 0.400776 0.488097 -1.16837
2000:5:16:0 -0.627832 0.00169106 0.405504 -0.83143
2000:6:16:0 -0.395055 -0.453348 0.257516 -0.297139
2000:7:16:0 -0.26506 -0.357364 0.111951 -0.142354
2000:8:16:0 -0.156238 -0.230655 0.359401 -0.220611
2000:9:16:0 -0.107768 -0.104556 0.418983 -0.264982
2000:10:16:0 -0.212336 -0.167269 0.406478 -0.331941
2000:11:16:0 -0.236075 -0.283999 0.51018 -0.349166
2000:12:16:0 -0.468866 -0.0876386 0.476506 -0.663299
2001:1:16:0 -0.500332 -0.275411 0.684446 -0.704849
2001:2:16:0 -0.526996 0.061244 0.564712 -0.839974
2001:3:16:0 -0.403542 0.524727 0.625285 -0.978548
2001:4:16:0 -0.174228 0.517283 0.593559 -0.729648
2001:5:16:0 -0.0527512 -0.0664496 0.425009 -0.232031
2001:6:16:0 0.119969 -0.240528 0.559196 -0.0393651
2001:7:16:0 0.321993 -0.125113 0.326022 0.221539
2001:8:16:0 0.334063 -0.210197 0.386216 0.246053
2001:9:16:0 0.391398 -0.604933 0.446982 0.470373
2001:10:16:0 0.297486 -0.449836 0.557908 0.243449
2001:11:16:0 0.285128 -0.478026 0.573044 0.237619
2001:12:16:0 0.100718 -0.387816 0.410936 0.0891582
2002:1:16:0 0.32111 -0.458142 0.409279 0.345542
2002:2:16:0 0.258914 -0.109943 0.400379 0.113696
2002:3:16:0 0.32997 0.597978 0.401097 -0.169567
2002:4:16:0 0.44359 0.346133 0.497084 0.0219816
2002:5:16:0 0.467923 0.418517 0.364748 0.0762908
2002:6:16:0 0.718276 0.0459822 0.351124 0.519723
2002:7:16:0 0.7035 0.112695 0.180724 0.55679
2002:8:16:0 0.716618 0.0952879 0.0786657 0.629642
2002:9:16:0 0.746655 0.282624 0.0628271 0.573929
2002:10:16:0 0.894861 0.645067 0.307473 0.418591
2002:11:16:0 0.949402 0.822304 0.349586 0.363457
2002:12:16:0 0.851568 0.816553 0.29162 0.297481
2003:1:16:0 0.791263 0.347583 0.260663 0.48714
2003:2:16:0 0.641112 0.118811 0.227866 0.467773
2003:3:16:0 0.655912 -0.0681966 0.200507 0.589757
2003:4:16:0 0.460663 -0.337957 0.439626 0.409828
2003:5:16:0 0.163882 -0.696707 0.453229 0.285621
2003:6:16:0 0.303941 -0.364419 0.340235 0.316033
2003:7:16:0 0.389634 0.0178262 0.493704 0.133869
2003:8:16:0 0.394935 0.378899 0.385209 0.0128808
2003:9:16:0 0.470909 0.0118826 0.422941 0.253497
2003:10:16:0 0.633456 0.35128 0.513566 0.201034
2003:11:16:0 0.578599 0.483812 0.409086 0.13215
2003:12:16:0 0.45635 0.574713 0.248891 0.0445485
2004:1:16:0 0.484428 0.414071 0.311404 0.12169
2004:2:16:0 0.365214 0.280469 0.492674 -0.0213574
2004:3:16:0 0.18297 0.195826 0.53622 -0.183053
2004:4:16:0 0.263281 0.154175 0.40265 -0.0151311
2004:5:16:0 0.339632 -0.321744 0.346935 0.327037
2004:6:16:0 0.395982 -0.268416 0.144922 0.457729
2004:7:16:0 0.578334 -0.210159 0.18555 0.590638
2004:8:16:0 0.670927 -0.0647227 0.00819488 0.699191
2004:9:16:0 0.817693 0.1417 0.0934635 0.700111
2004:10:16:0 0.836438 0.31711 -0.00875632 0.682261
2004:11:16:0 0.771307 0.519924 0.0995932 0.461549
2004:12:16:0 0.795746 0.559304 0.299146 0.366521
2005:1:16:0 0.857043 0.28236 0.293658 0.569035
2005:2:16:0 0.548518 -0.15348 0.211779 0.519368
2005:3:16:0 0.501776 -0.343342 0.344629 0.501132
2005:4:16:0 0.420437 0.094119 0.166671 0.290043
2005:5:16:0 0.362931 0.345226 0.241702 0.0694672
2005:6:16:0 0.351776 0.169789 0.288267 0.122748
2005:7:16:0 0.239959 0.320104 0.46888 -0.154533
2005:8:16:0 0.199757 0.206086 0.360587 -0.0835795
2005:9:16:0 0.263091 -0.259851 0.292184 0.246924
2005:10:16:0 0.255004 -0.481591 0.504606 0.243497
2005:11:16:0 0.111993 -0.974942 0.0874479 0.555741
2005:12:16:0 -0.0892889 -0.852805 -0.175838 0.425032
2006:1:16:0 -0.292492 -0.26651 0.318934 -0.318704
2006:2:16:0 -0.434556 0.380841 0.49243 -0.871192
2006:3:16:0 -0.269846 0.0927354 0.397563 -0.514995
2006:4:16:0 -0.0430397 -0.131462 0.35662 -0.155619
2006:5:16:0 0.125621 0.00738515 0.398506 -0.0773248
2006:6:16:0 0.261162 -0.0163063 0.41222 0.0632055
2006:7:16:0 0.29955 0.232683 0.147511 0.109453
2006:8:16:0 0.536975 0.561154 0.00176816 0.255514
2006:9:16:0 0.709915 0.779261 0.260207 0.190181
2006:10:16:0 0.809607 1.00842 -0.087088 0.34894
2006:11:16:0 0.851582 0.922186 0.0835587 0.348709
2006:12:16:0 0.824027 0.855819 0.238438 0.276899
2007:1:16:0 0.593035 0.65781 0.306874 0.110693
2007:2:16:0 0.367782 0.341768 0.32955 0.0321232
2007:3:16:0 0.285522 -0.0596418 0.173326 0.228679
2007:4:16:0 0.250249 -0.260772 0.162077 0.299597
2007:5:16:0 0.0576125 -0.556056 0.27468 0.1983
2007:6:16:0 0.188974 -0.626211 0.533904 0.235127
2007:7:16:0 0.154584 -0.30146 0.451134 0.0797465
2007:8:16:0 0.0643675 -0.612405 0.369427 0.185856
2007:9:16:0 -0.189771 -0.866012 0.378694 0.053888
2007:10:16:0 -0.426801 -1.00755 0.376352 -0.1112
2007:11:16:0 -0.690752 -1.29774 0.364713 -0.224239
2007:12:16:0 -0.756955 -1.05391 0.47534 -0.467669
2008:1:16:0 -0.988746 -0.718467 0.52254 -0.890783
2008:2:16:0 -1.11043 -0.188829 0.58561 -1.30882
2008:3:16:0 -0.901515 0.152341 0.517381 -1.23638
2008:4:16:0 -0.678098 0.224223 0.460638 -1.02053
2008:5:16:0 -0.567153 0.167962 0.267239 -0.784753
2008:6:16:0 -0.42816 0.335063 0.154247 -0.672815
2008:7:16:0 -0.206906 0.549339 0.312239 -0.637694
2008:8:16:0 -0.123986 0.804404 0.457081 -0.754728
2008:9:16:0 -0.146947 0.41422 0.537697 -0.622905
2008:10:16:0 -0.135073 0.306792 0.562671 -0.569804
2008:11:16:0 -0.258385 0.0552604 0.626882 -0.599456
2008:12:16:0 -0.408289 0.00935409 0.763116 -0.794524
2009:1:16:0 -0.391636 0.0559625 0.610869 -0.725052
2009:2:16:0 -0.349504 0.0672208 0.599135 -0.682682
2009:3:16:0 -0.203979 -0.244439 0.582799 -0.373159
2009:4:16:0 0.0407306 0.355073 0.556404 -0.415008
2009:5:16:0 0.305609 0.544399 0.435398 -0.184289
2009:6:16:0 0.49049 0.77768 0.446276 -0.121489
2009:7:16:0 0.626105 0.911258 0.494869 -0.0769579
2009:8:16:0 0.721127 0.829332 0.393057 0.109933
2009:9:16:0 0.74863 0.606331 0.256955 0.316987
2009:10:16:0 0.99553 0.571597 0.233134 0.593165
2009:11:16:0 1.22345 0.569548 0.160677 0.858335
2009:12:16:0 1.2732 0.837862 0.153697 0.777416
2010:1:16:0 1.17714 0.521996 0.0721286 0.880081
2010:2:16:0 0.894052 0.271015 0.190959 0.663066
2010:3:16:0 0.826402 0.149529 0.378672 0.562301
2010:4:16:0 0.684073 0.573625 0.398229 0.198146
2010:5:16:0 0.290446 0.45583 0.555126 -0.215033
2010:6:16:0 0.0453026 -0.038664 0.729276 -0.300004
2010:7:16:0 -0.217646 -0.468891 0.838762 -0.402581
2010:8:16:0 -0.63119 -0.71019 0.758669 -0.655429
2010:9:16:0 -0.800083 -0.813259 0.764219 -0.775563
2010:10:16:0 -0.942769 -1.07804 0.763601 -0.785549
2010:11:16:0 -0.995103 -0.981097 0.690742 -0.849926
2010:12:16:0 -0.964005 -0.800392 0.733944 -0.930781
2011:1:16:0 -1.01915 -0.577107 0.637376 -1.04928
2011:2:16:0 -0.84112 -0.00737979 0.582583 -1.12872
2011:3:16:0 -0.555802 -0.214047 0.397305 -0.647431
2011:4:16:0 -0.45663 0.0239921 0.320015 -0.628634
2011:5:16:0 -0.342338 0.146128 0.314048 -0.572426
2011:6:16:0 -0.239882 0.329551 0.196347 -0.502831
2011:7:16:0 -0.204162 0.237741 0.0880878 -0.367077
2011:8:16:0 -0.357452 -0.0900598 0.27537 -0.450107
2011:9:16:0 -0.379537 -0.524262 0.326676 -0.280744
2011:10:16:0 -0.447092 -0.515603 0.467672 -0.423127
2011:11:16:0 -0.531284 -0.441368 0.502822 -0.562012
2011:12:16:0 -0.689293 -0.250542 0.670335 -0.899189
2012:1:16:0 -0.638025 -0.206646 0.476976 -0.77319
2012:2:16:0 -0.491578 0.551214 0.499031 -1.0167
2012:3:16:0 -0.335257 0.34311 0.418591 -0.716108
2012:4:16:0 -0.15577 0.540802 0.313707 -0.583025
2012:5:16:0 -0.102687 0.47159 0.507766 -0.592365
2012:6:16:0 0.037933 0.911873 0.299951 -0.567979
2012:7:16:0 0.152297 1.01022 0.258734 -0.482179
2012:8:16:0 0.427607 0.628814 0.171371 0.0275151
2012:9:16:0 0.470661 0.407936 0.30228 0.115553
2012:10:16:0 0.492376 0.102388 0.218803 0.33178
2012:11:16:0 0.523668 0.0403782 0.410913 0.298023
2012:12:16:0 0.285154 -0.106116 0.45211 0.112157
2013:1:16:0 0.143987 -0.209941 0.317786 0.0900642
2013:2:16:0 -0.052049 0.0416471 0.41957 -0.282658
2013:3:16:0 -0.0261412 0.221769 0.540688 -0.407369
2013:4:16:0 0.125735 -0.255682 0.630434 -0.0616409
2013:5:16:0 0.146917 -0.608541 0.673172 0.114601
2013:6:16:0 0.121887 -0.806053 0.586118 0.231854
2013:7:16:0 0.161886 -0.613278 0.671268 0.132891
2013:8:16:0 0.237889 -0.462009 0.614377 0.161705
2013:9:16:0 0.24712 -0.298855 0.657341 0.067877
2013:10:16:0 0.219329 0.101798 0.442062 -0.0526004
2013:11:16:0 0.314088 -0.121798 0.385427 0.182274
2013:12:16:0 0.184658 0.0739783 0.582656 -0.143659
2014:1:16:0 0.0402475 0.231911 0.382657 -0.267037
2014:2:16:0 0.213728 -0.318122 0.268405 0.238587
2014:3:16:0 0.364352 -0.0444242 0.30543 0.233848
2014:4:16:0 0.40671 0.0764489 0.426877 0.155047
2014:5:16:0 0.481727 0.599457 0.438033 -0.0370177
2014:6:16:0 0.548569 0.944237 0.634335 -0.240717
2014:7:16:0 0.463907 0.934844 0.490796 -0.248913
2014:8:16:0 0.500212 0.726137 0.457239 -0.091476
2014:9:16:0 0.623292 0.333853 0.402757 0.254987
2014:10:16:0 0.668446 0.577937 0.240026 0.259465
2014:11:16:0 0.856338 0.742758 0.29194 0.338989
